sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454461836044000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461836044000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461859072000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461859078000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461873219000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461873220000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461900832000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461900836000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461914668000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461914668000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461940516000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454461940517000000,DATA_ACTIVITY_NONE
